dom1,dom2,ipfam,threedid
PF00069,PF08605,0,0
PF00069,PF04053,0,0
PF00069,PF07714,0,1
PF00069,PF04054,0,0
PF00069,PF00227,0,0
PF00069,PF03966,0,0
PF00069,PF08114,0,0
PF00069,PF00366,0,0
PF00069,PF04935,0,0
PF00069,PF04628,0,0
PF00069,PF06840,0,0
PF00069,PF05350,1,1
PF00069,PF00294,0,0
PF00069,PF08569,0,1
PF00069,PF05687,0,0
PF00068,PF00068,1,1
PF08652,PF08652,0,0
PF10432,PF10432,0,1
PF02687,PF03330,0,0
PF02687,PF02922,0,0
PF02687,PF06429,0,0
PF04198,PF04198,0,1
PF06962,PF06962,0,1
PF06964,PF06964,1,0
PF06965,PF06965,1,1
PF06968,PF06968,1,1
PF01569,PF10515,0,0
PF01569,PF02990,0,0
PF01569,PF01694,0,0
PF01569,PF08114,0,0
PF01569,PF08449,0,0
PF01569,PF08507,0,0
PF01569,PF02893,0,0
PF01569,PF01569,1,1
PF01569,PF01602,0,0
PF05326,PF07654,0,1
PF00563,PF03764,0,0
PF00563,PF01789,0,0
PF00563,PF01541,0,0
PF00563,PF04940,0,1
PF00563,PF10150,0,0
PF00563,PF00990,0,0
PF00563,PF00563,1,1
PF00563,PF10388,0,1
PF00399,PF01423,0,0
PF00398,PF00400,0,0
PF00398,PF05291,0,0
PF00398,PF04950,0,0
PF00398,PF00398,1,1
PF00469,PF00469,1,1
PF00463,PF00463,1,1
PF00463,PF00587,0,0
PF00390,PF01851,0,0
PF00390,PF03949,1,1
PF00390,PF03810,0,0
PF00390,PF03953,0,0
PF00390,PF00390,1,1
PF00390,PF02142,0,0
PF00393,PF01851,0,0
PF00393,PF02985,0,0
PF00393,PF00400,0,0
PF00393,PF01294,0,0
PF00393,PF03144,0,0
PF00393,PF00393,1,1
PF00393,PF03446,1,1
PF00392,PF08241,0,0
PF00392,PF03466,0,0
PF00392,PF00830,0,0
PF00392,PF07702,0,1
PF00392,PF07729,0,1
PF00392,PF07840,1,1
PF00392,PF00392,1,1
PF00467,PF09339,0,0
PF00467,PF01423,0,0
PF00467,PF01287,1,0
PF00467,PF03118,0,0
PF00467,PF00573,0,0
PF00467,PF00623,0,0
PF00467,PF03947,0,0
PF00467,PF00575,0,0
PF00467,PF04055,0,0
PF00467,PF01253,0,0
PF00467,PF01479,0,0
PF00467,PF01553,0,0
PF00467,PF01472,0,0
PF00467,PF01556,0,0
PF00467,PF01751,0,0
PF00467,PF00611,0,0
PF00467,PF02357,1,1
PF00467,PF10594,0,0
PF00467,PF00501,0,0
PF00467,PF00467,1,0
PF00394,PF01679,0,0
PF00394,PF03239,0,0
PF00394,PF07732,1,1
PF00394,PF07731,1,1
PF00394,PF00394,1,1
PF00397,PF10466,0,0
PF00397,PF03870,0,0
PF00397,PF03871,0,0
PF00397,PF05191,0,0
PF00397,PF01683,0,0
PF00397,PF02551,0,0
PF00397,PF00962,0,0
PF00397,PF08318,0,0
PF00397,PF04715,0,0
PF00397,PF01285,0,0
PF00397,PF02891,0,0
PF00397,PF04739,0,0
PF00397,PF08683,0,0
PF00397,PF00890,0,0
PF00397,PF04095,0,0
PF00397,PF00724,0,0
PF00397,PF10584,0,0
PF00397,PF01833,0,0
PF00397,PF09068,1,1
PF00397,PF02780,0,0
PF00397,PF00923,0,0
PF00397,PF08738,0,0
PF00397,PF08517,0,0
PF00397,PF05454,1,0
PF00397,PF05383,0,0
PF00397,PF01266,0,0
PF00397,PF01053,0,0
PF00397,PF02826,0,0
PF00397,PF01262,0,0
PF00397,PF00411,0,0
PF00397,PF01738,0,0
PF00397,PF10431,0,0
PF00397,PF00682,0,0
PF00397,PF09127,0,0
PF00397,PF04265,0,0
PF00397,PF04408,0,0
PF00397,PF01293,0,0
PF00397,PF00709,0,0
PF00397,PF03060,0,0
PF00397,PF02752,0,0
PF00397,PF01808,0,0
PF00397,PF08597,0,0
PF00397,PF01398,0,0
PF00397,PF02219,0,0
PF00397,PF00917,0,0
PF00397,PF01021,0,0
PF00397,PF00674,0,0
PF00397,PF00639,1,1
PF00397,PF00719,0,0
PF00397,PF01105,0,0
PF00397,PF03446,0,0
PF00397,PF09598,0,0
PF00397,PF03952,0,0
PF00397,PF05179,0,0
PF00397,PF01218,0,0
PF00397,PF00478,0,0
PF00397,PF01274,0,0
PF00397,PF04992,0,0
PF00397,PF03764,0,0
PF00397,PF01207,0,0
PF00397,PF00397,1,1
PF00397,PF01166,0,0
PF00464,PF01625,0,0
PF00464,PF01380,0,0
PF00464,PF00696,0,0
PF00464,PF02700,0,0
PF00464,PF08534,0,0
PF00464,PF01206,0,0
PF00464,PF00464,1,1
PF06001,PF08778,0,0
PF06001,PF09294,0,0
PF02372,PF02372,0,1
PF04168,PF08379,0,0
PF04168,PF04174,0,0
PF04168,PF04169,0,0
PF00431,PF07686,0,1
PF00431,PF00754,0,1
PF00431,PF02518,0,0
PF00431,PF07645,1,1
PF00431,PF00431,1,1
PF07140,PF07140,1,1
PF07140,PF07686,0,1
PF09915,PF09915,0,1
PF06493,PF10500,0,0
PF07244,PF07244,0,1
PF03531,PF03531,0,1
PF00265,PF00265,1,1
PF00264,PF00264,1,1
PF00264,PF06236,0,1
PF00267,PF00267,1,1
PF00267,PF05698,0,0
PF00267,PF04055,0,0
PF00267,PF01928,0,0
PF06369,PF06369,1,1
PF00261,PF00261,1,1
PF00261,PF03081,0,0
PF00261,PF10241,0,0
PF00261,PF00992,0,1
PF00261,PF10506,0,0
PF08624,PF09510,0,0
PF00263,PF03958,0,0
PF00263,PF03739,0,0
PF00262,PF03494,0,0
PF06815,PF06815,1,1
PF06815,PF06817,1,1
PF06816,PF07657,0,0
PF06816,PF07684,0,1
PF00584,PF10559,0,1
PF00268,PF00317,0,0
PF00268,PF02867,0,1
PF00268,PF02878,0,0
PF00268,PF00702,0,0
PF00268,PF00571,0,0
PF00268,PF08534,0,0
PF00268,PF04561,0,0
PF00268,PF03725,0,0
PF00268,PF00268,1,1
PF00268,PF02985,0,0
PF00268,PF08343,0,1
PF00268,PF00300,0,0
PF00268,PF04729,0,0
PF00268,PF01487,0,0
PF00268,PF02441,0,0
PF00268,PF00481,0,0
PF00268,PF01842,0,0
PF00268,PF00400,0,0
PF00268,PF01336,0,0
PF00268,PF00271,0,0
PF00268,PF00397,0,0
PF00268,PF00793,0,0
PF00268,PF01142,0,0
PF00268,PF00560,0,0
PF00268,PF00293,0,0
PF04092,PF07686,0,1
PF04092,PF04092,1,1
PF06144,PF06144,1,1
PF06144,PF07650,0,0
PF06144,PF09115,1,1
PF01865,PF01865,0,1
PF06148,PF08318,0,0
PF01866,PF01873,0,0
PF01866,PF03876,0,0
PF01866,PF08423,0,0
PF01866,PF08542,0,0
PF01866,PF02996,0,0
PF01866,PF03144,0,0
PF01866,PF10584,0,0
PF01866,PF01974,0,0
PF01866,PF04566,0,0
PF01866,PF04567,0,0
PF01866,PF01920,0,0
PF01866,PF03463,0,0
PF01866,PF01866,0,0
PF01866,PF03464,0,0
PF01866,PF03465,0,0
PF01866,PF09377,0,0
PF03288,PF03288,1,1
PF00724,PF00724,1,1
PF00724,PF07992,1,1
PF00724,PF01565,0,0
PF03280,PF03280,0,1
PF03284,PF03284,0,1
PF03519,PF09052,0,1
PF03519,PF03519,1,1
PF02359,PF02359,1,1
PF02359,PF04511,0,0
PF02359,PF02933,1,1
PF02359,PF06936,0,0
PF02359,PF05021,0,0
PF01553,PF01775,0,0
PF01553,PF03810,0,0
PF01553,PF04597,0,0
PF01553,PF02893,0,0
PF01553,PF01851,0,0
PF01553,PF02453,0,0
PF01553,PF01679,0,0
PF01553,PF01553,0,0
PF01553,PF04408,0,0
PF01553,PF08114,0,0
PF01553,PF03143,0,0
PF01553,PF01842,0,0
PF03513,PF03513,1,1
PF03513,PF09000,1,1
PF03513,PF03515,1,1
PF08918,PF08918,1,1
PF00506,PF00506,0,1
PF03514,PF07859,0,0
PF03514,PF03514,0,0
PF02605,PF03244,0,1
PF02604,PF02604,1,1
PF02604,PF05016,0,1
PF02604,PF06769,1,1
PF08915,PF08915,0,1
PF01738,PF01738,0,0
PF08936,PF08936,0,1
PF01739,PF06418,0,0
PF01739,PF03705,1,1
PF01739,PF05491,0,0
PF01739,PF02895,0,0
PF02353,PF02353,1,1
PF01869,PF01869,1,1
PF01933,PF02447,0,0
PF01933,PF02518,0,0
PF01933,PF02540,0,0
PF01933,PF01933,0,1
PF01933,PF03719,0,0
PF01931,PF01931,1,1
PF02249,PF02249,1,0
PF02249,PF02745,1,1
PF02249,PF02783,1,1
PF01934,PF01934,1,1
PF02244,PF02244,0,1
PF01938,PF05958,1,1
PF02246,PF02246,1,1
PF02246,PF07686,0,1
PF02246,PF07654,1,0
PF02241,PF02745,1,1
PF02241,PF02249,1,0
PF02241,PF02783,1,1
PF02240,PF02249,1,1
PF02240,PF02241,1,1
PF02240,PF02745,1,1
PF02240,PF02783,1,0
PF08883,PF08883,0,1
PF08439,PF08439,0,1
PF03604,PF04563,1,1
PF03604,PF09748,0,0
PF03602,PF03602,1,1
PF03603,PF04364,1,1
PF02514,PF04545,0,0
PF09001,PF09001,1,1
PF03609,PF03613,0,0
PF03609,PF03830,0,0
PF04390,PF04390,0,1
PF01730,PF01730,0,1
PF01730,PF05194,0,0
PF01730,PF02814,0,0
PF04880,PF10490,0,0
PF04880,PF04880,0,0
PF08437,PF08437,0,0
PF03869,PF03869,1,1
PF02429,PF02429,1,1
PF03865,PF08479,0,1
PF08955,PF08977,1,1
PF03860,PF03860,0,1
PF03861,PF03861,1,1
PF05600,PF07654,0,0
PF04163,PF06470,0,0
PF08433,PF08433,0,1
PF03462,PF05175,0,0
PF03463,PF04068,0,0
PF03463,PF03876,0,0
PF03463,PF08423,0,0
PF03463,PF08542,0,0
PF03463,PF09173,0,0
PF03463,PF10584,0,0
PF03463,PF07541,0,0
PF03463,PF04566,0,0
PF03463,PF04567,0,0
PF03463,PF07733,0,0
PF03463,PF03463,0,1
PF03463,PF03464,0,1
PF03463,PF03465,1,1
PF03463,PF09377,0,0
PF03460,PF03460,1,1
PF03466,PF03466,1,1
PF03466,PF05697,0,0
PF03467,PF09416,0,0
PF03464,PF03876,0,0
PF03464,PF08423,0,0
PF03464,PF08542,0,0
PF03464,PF10584,0,0
PF03464,PF07541,0,0
PF03464,PF04566,0,0
PF03464,PF04567,0,0
PF03464,PF09377,0,0
PF03464,PF03465,1,1
PF03465,PF04068,0,0
PF03465,PF03876,0,0
PF03465,PF08423,0,0
PF03465,PF08542,0,0
PF03465,PF09173,0,0
PF03465,PF10584,0,0
PF03465,PF07541,0,0
PF03465,PF04566,0,0
PF03465,PF04567,0,0
PF03465,PF07733,0,0
PF03465,PF09377,0,0
PF00729,PF08462,1,1
PF00729,PF00729,1,1
PF03264,PF03264,0,1
PF03264,PF08335,0,0
PF02641,PF02641,0,1
PF02391,PF02391,1,1
PF02391,PF03205,0,0
PF02391,PF02597,1,1
PF02390,PF07992,0,0
PF02390,PF02562,0,0
PF02390,PF03947,0,0
PF02390,PF03719,0,0
PF02390,PF07650,0,0
PF02390,PF02390,1,1
PF02645,PF02645,1,1
PF02395,PF02395,0,1
PF02395,PF03212,0,1
PF00507,PF00662,0,0
PF10784,PF10784,0,1
PF05327,PF07526,0,0
PF02996,PF02996,0,0
PF02996,PF03876,0,0
PF02996,PF08423,0,0
PF02996,PF08542,0,0
PF02996,PF10584,0,0
PF02996,PF04566,0,0
PF02996,PF04567,0,0
PF02996,PF09377,0,0
PF02996,PF03463,0,0
PF02996,PF03464,0,0
PF02996,PF03465,0,0
PF05139,PF05139,0,1
PF02025,PF02025,1,1
PF00430,PF00430,0,0
PF05049,PF05049,1,1
PF05738,PF05738,1,1
PF05739,PF05739,1,1
PF05739,PF09468,0,0
PF05739,PF07815,0,0
PF05739,PF05835,1,1
PF05739,PF10490,0,0
PF05739,PF08507,0,0
PF02023,PF02377,0,0
PF02023,PF02023,1,1
PF02022,PF02022,1,1
PF05737,PF05737,0,1
PF05731,PF05731,1,1
PF09511,PF09511,0,1
PF02803,PF06623,0,0
PF02586,PF02586,1,1
PF02586,PF03947,0,0
PF02801,PF08242,0,0
PF02801,PF02801,0,1
PF02800,PF06623,0,0
PF02800,PF02800,1,1
PF02806,PF02806,1,1
PF02804,PF02804,1,0
PF02809,PF08423,0,0
PF02809,PF02809,1,0
PF08869,PF08869,0,1
PF08868,PF08868,0,1
PF00733,PF09147,1,1
PF00733,PF00733,1,0
PF00884,PF00884,1,1
PF00884,PF03781,1,0
PF01075,PF03947,0,0
PF01075,PF01266,0,0
PF01075,PF01075,0,1
PF07836,PF09290,1,1
PF00731,PF00731,1,1
PF00731,PF03264,0,0
PF00731,PF01361,0,0
PF00731,PF01259,0,1
PF05430,PF05430,0,1
PF03486,PF03947,0,0
PF02580,PF02580,1,1
PF09280,PF10405,0,0
PF09280,PF09668,0,0
PF05770,PF05770,0,1
PF05134,PF05134,1,1
PF01129,PF01129,1,1
PF01128,PF02542,1,1
PF01128,PF01128,1,1
PF01124,PF01124,0,1
PF01127,PF05328,0,1
PF01127,PF03969,0,0
PF01127,PF02910,1,0
PF01127,PF01127,0,1
PF01126,PF01126,1,1
PF01121,PF07475,0,0
PF01121,PF01121,1,1
PF01121,PF01467,1,0
PF04952,PF04952,1,1
PF01123,PF02876,1,1
PF01123,PF07686,0,1
PF01123,PF07654,1,1
PF01123,PF01123,1,1
PF01122,PF01122,0,1
PF02731,PF02985,0,0
PF02731,PF09270,0,0
PF02730,PF02730,1,1
PF02733,PF02733,1,1
PF02733,PF02734,1,1
PF02732,PF03834,0,0
PF02732,PF07479,0,0
PF02732,PF02732,1,1
PF02735,PF03730,1,1
PF02735,PF03731,1,1
PF02735,PF08914,0,0
PF02735,PF02735,1,1
PF02734,PF03610,0,1
PF02737,PF02737,1,1
PF02737,PF04348,0,0
PF02736,PF08366,0,0
PF02736,PF02752,0,0
PF02736,PF03725,0,0
PF02736,PF08736,0,0
PF02739,PF04539,0,0
PF02739,PF03796,0,0
PF02739,PF08207,0,0
PF02739,PF07516,0,0
PF02739,PF04997,0,0
PF02739,PF08275,0,0
PF02739,PF04542,0,0
PF02739,PF03118,0,0
PF02739,PF09293,1,1
PF02739,PF09281,1,0
PF02739,PF05697,0,0
PF02739,PF09285,0,0
PF02738,PF02738,1,1
PF02738,PF03450,1,1
PF10120,PF10120,0,1
PF09351,PF09351,0,1
PF05424,PF05424,1,1
PF05426,PF05426,0,1
PF04180,PF08142,0,0
PF09130,PF09130,1,1
PF09136,PF09985,0,1
PF01239,PF01239,1,1
PF01239,PF07711,1,0
PF08402,PF08402,0,1
PF04099,PF04628,0,0
PF04099,PF04099,0,1
PF01238,PF01238,1,1
PF07915,PF09289,0,1
PF02680,PF02680,0,1
PF00893,PF00893,1,0
PF00722,PF06955,1,1
PF00722,PF00722,1,1
PF00891,PF00891,1,1
PF00891,PF08100,1,1
PF00896,PF00896,1,0
PF00897,PF00897,1,1
PF00897,PF01700,1,1
PF00726,PF10402,0,1
PF00726,PF07686,0,1
PF00726,PF00726,1,1
PF00727,PF09238,1,1
PF00728,PF00728,1,1
PF00728,PF02838,1,1
PF00728,PF03173,1,1
PF00728,PF03174,1,1
PF01380,PF03692,0,0
PF01380,PF01479,0,0
PF01380,PF09933,0,0
PF01380,PF02472,0,0
PF01380,PF01380,1,1
PF01380,PF09229,0,0
PF01380,PF01411,0,0
PF01380,PF08241,0,0
PF01380,PF02597,0,0
PF01380,PF07650,0,0
PF01380,PF10432,0,1
PF01380,PF02775,0,0
PF01380,PF02540,0,0
PF01380,PF02875,0,0
PF01380,PF04314,0,0
PF00899,PF02991,0,0
PF00899,PF10585,0,1
PF00899,PF01380,0,0
PF00899,PF00899,1,1
PF00899,PF05237,1,1
PF00899,PF03256,0,0
PF00899,PF05343,0,0
PF00899,PF08825,1,1
PF00899,PF08240,0,0
PF00899,PF04030,0,0
PF00899,PF02597,1,1
PF00899,PF01195,0,0
PF00899,PF01196,0,0
PF00899,PF09358,0,1
PF00899,PF03719,0,0
PF00899,PF02134,1,1
PF00899,PF03103,0,0
PF01386,PF07497,0,0
PF01638,PF01638,1,1
PF05557,PF08311,0,0
PF05557,PF05557,1,1
PF02212,PF08919,0,0
PF02212,PF08344,0,0
PF08538,PF08538,0,1
PF08534,PF08534,1,1
PF01633,PF01633,1,1
PF08530,PF08530,1,1
PF08530,PF09168,1,1
PF01636,PF01636,1,1
PF01411,PF01411,1,0
PF01411,PF01909,0,0
PF01411,PF01966,0,0
PF01411,PF01842,0,0
PF01411,PF08335,0,0
PF01411,PF01751,0,0
PF01411,PF07973,0,1
PF08242,PF08242,1,1
PF01413,PF01413,1,1
PF08240,PF09295,0,0
PF08240,PF08477,0,0
PF08240,PF08240,1,1
PF08240,PF09798,0,0
PF08240,PF09416,0,0
PF08240,PF10775,0,0
PF04345,PF04345,1,1
PF08506,PF10613,0,0
PF08245,PF08245,1,1
PF08244,PF08244,1,0
PF01419,PF01419,1,1
PF01418,PF01418,0,1
PF08718,PF08718,0,1
PF05958,PF05958,1,1
PF04232,PF04232,0,1
PF02213,PF10598,0,0
PF02213,PF02966,1,1
PF02213,PF02213,1,1
PF09628,PF09628,0,1
PF09627,PF09627,0,1
PF09625,PF09625,0,1
PF07237,PF07237,0,1
PF00098,PF01021,0,0
PF00098,PF01909,0,0
PF00098,PF00120,0,0
PF00098,PF00380,0,0
PF00098,PF10545,0,0
PF00098,PF03097,0,0
PF00098,PF00160,0,0
PF00098,PF03061,0,0
PF00098,PF05890,0,0
PF00098,PF00098,1,1
PF00098,PF00478,0,0
PF00098,PF10236,0,0
PF00098,PF02213,0,0
PF00098,PF07717,0,0
PF00098,PF00467,0,0
PF00098,PF09090,0,0
PF00098,PF01479,0,0
PF00098,PF02142,0,0
PF01607,PF02854,0,0
PF01607,PF02363,0,0
PF01607,PF05387,0,0
PF01607,PF03826,0,0
PF01607,PF07690,0,0
PF01607,PF03803,0,0
PF01607,PF09607,0,0
PF01607,PF03062,0,0
PF01607,PF03166,0,0
PF01607,PF03145,0,0
PF01607,PF02752,0,0
PF01607,PF01607,0,0
PF01607,PF02757,0,0
PF00427,PF00502,0,0
PF03067,PF03067,1,1
PF00092,PF03921,1,1
PF00092,PF00092,1,1
PF00092,PF01462,1,1
PF00092,PF07678,0,1
PF00092,PF07654,0,1
PF00092,PF00273,0,0
PF00092,PF05587,1,0
PF00092,PF01759,0,1
PF00092,PF07686,0,1
PF00092,PF03495,1,1
PF00092,PF00560,1,0
PF00093,PF00229,0,0
PF00093,PF02363,0,0
PF00093,PF03154,0,0
PF00093,PF01421,0,0
PF00090,PF01749,0,0
PF00090,PF00090,1,0
PF00090,PF03803,0,0
PF00090,PF00339,0,0
PF00090,PF02822,0,0
PF00091,PF00238,0,0
PF00091,PF08426,0,0
PF00091,PF03798,0,0
PF00091,PF01281,0,0
PF00091,PF00836,1,1
PF00091,PF02990,0,0
PF00091,PF03416,0,0
PF00091,PF00107,0,0
PF00091,PF01459,0,0
PF00091,PF00102,0,0
PF00091,PF00324,0,0
PF00091,PF01433,0,0
PF00091,PF08638,0,0
PF00091,PF00520,0,0
PF00091,PF00481,0,0
PF00091,PF03657,0,0
PF00091,PF02544,0,0
PF00091,PF03953,1,1
PF00091,PF01336,0,0
PF00091,PF04083,0,0
PF00091,PF00254,0,0
PF00091,PF00225,1,1
PF00091,PF01221,0,0
PF00091,PF04091,0,0
PF00091,PF00899,0,0
PF00091,PF01134,0,0
PF00091,PF10487,0,0
PF00091,PF00554,0,0
PF00091,PF03901,0,0
PF00091,PF02845,0,0
PF00091,PF01553,0,0
PF00091,PF01394,0,0
PF00091,PF02212,0,0
PF00091,PF04707,0,0
PF00091,PF00153,0,0
PF00091,PF01867,0,0
PF00091,PF00156,0,0
PF00091,PF00155,0,0
PF00091,PF01784,0,0
PF00091,PF00091,1,1
PF00091,PF03105,0,0
PF00091,PF00097,0,0
PF00091,PF01782,0,0
PF00091,PF00399,0,0
PF00091,PF01255,0,0
PF00091,PF02752,0,0
PF00091,PF03853,0,0
PF00091,PF06703,0,0
PF00091,PF06391,0,0
PF00091,PF00571,0,0
PF00091,PF03820,0,0
PF00091,PF07776,0,0
PF00091,PF00573,0,0
PF00091,PF06814,0,0
PF00091,PF01151,0,0
PF00091,PF04116,0,0
PF00091,PF00208,0,0
PF00091,PF03162,0,0
PF00091,PF10613,0,0
PF00091,PF04851,0,0
PF00091,PF02775,0,0
PF00091,PF02774,0,0
PF00091,PF00175,0,0
PF00091,PF10594,0,0
PF00091,PF00171,0,0
PF00091,PF01488,0,0
PF00091,PF02077,0,0
PF00091,PF05193,0,0
PF00091,PF00218,0,0
PF00091,PF00198,0,0
PF00091,PF10603,0,0
PF00091,PF09830,0,0
PF00091,PF04153,0,0
PF00091,PF06428,0,0
PF00091,PF06733,0,0
PF00091,PF00515,0,0
PF00091,PF00180,0,0
PF00091,PF00224,0,0
PF00091,PF01192,0,0
PF00091,PF08208,0,0
PF00091,PF02883,0,0
PF00091,PF00828,0,0
PF00091,PF01105,0,0
PF00091,PF05529,0,0
PF00091,PF02201,0,0
PF00091,PF02155,0,0
PF00091,PF07728,0,0
PF00091,PF00501,0,0
PF00091,PF01066,0,0
PF00091,PF01217,0,0
PF00096,PF02958,0,0
PF00096,PF09468,0,0
PF00096,PF03810,0,0
PF00096,PF00338,0,0
PF00096,PF01283,0,0
PF00096,PF03153,0,0
PF00096,PF03694,0,0
PF00096,PF00536,0,0
PF00096,PF04880,0,0
PF00096,PF06325,0,0
PF00096,PF06524,0,0
PF00096,PF03940,0,0
PF00096,PF08697,0,0
PF00096,PF00104,0,0
PF00096,PF03949,0,0
PF00096,PF00101,0,0
PF00096,PF01056,0,0
PF00096,PF00320,1,1
PF00096,PF01534,0,0
PF00096,PF03803,0,0
PF00096,PF01803,0,0
PF00096,PF09607,0,0
PF00096,PF04722,0,0
PF00096,PF01498,0,0
PF00096,PF00179,0,0
PF00096,PF01230,0,0
PF00096,PF02234,0,0
PF00096,PF10154,0,0
PF00096,PF00282,0,0
PF00096,PF02136,0,0
PF00096,PF03931,0,0
PF00096,PF04062,0,0
PF00096,PF00253,0,0
PF00096,PF03939,0,0
PF00096,PF09111,0,0
PF00096,PF10278,0,0
PF00096,PF05492,0,0
PF00096,PF01223,0,0
PF00096,PF01227,0,0
PF00096,PF02045,0,0
PF00096,PF04078,0,0
PF00096,PF07677,0,0
PF00096,PF03022,0,0
PF00096,PF00157,0,0
PF00096,PF09091,0,0
PF00096,PF00096,1,1
PF00096,PF05641,0,0
PF00096,PF04893,0,0
PF00096,PF00561,0,0
PF00096,PF00467,0,0
PF00096,PF00588,0,0
PF00096,PF02188,0,0
PF00096,PF04849,0,0
PF00096,PF09788,0,0
PF00096,PF01851,0,0
PF00096,PF00907,0,0
PF00096,PF10585,0,0
PF00096,PF07899,0,0
PF00096,PF00570,0,0
PF00096,PF10312,0,0
PF00096,PF00478,0,0
PF00096,PF02518,0,0
PF00096,PF00573,0,0
PF00096,PF03357,0,0
PF00096,PF06818,0,0
PF00096,PF01090,0,0
PF00096,PF08517,0,0
PF00096,PF03828,0,0
PF00096,PF01248,0,0
PF00096,PF07527,0,0
PF00096,PF10512,0,0
PF00096,PF00361,0,0
PF00096,PF08572,0,0
PF00096,PF08574,0,0
PF00096,PF02866,0,0
PF00096,PF06020,0,0
PF00096,PF05669,0,0
PF00096,PF07888,0,0
PF00096,PF05076,0,0
PF00096,PF01000,0,0
PF00096,PF02460,0,0
PF00096,PF03514,0,0
PF00096,PF00273,0,0
PF00096,PF07557,0,0
PF00096,PF04042,0,0
PF00096,PF00566,0,0
PF00096,PF01569,0,0
PF00096,PF02071,0,0
PF00096,PF05193,0,0
PF00096,PF01749,0,0
PF00096,PF02363,0,0
PF00096,PF00928,0,0
PF00096,PF00163,0,0
PF00096,PF00164,0,0
PF00096,PF07716,0,0
PF00096,PF02671,0,0
PF00096,PF01198,0,0
PF00096,PF04097,0,0
PF00096,PF04500,0,0
PF00096,PF04502,0,0
PF00096,PF08190,0,0
PF00096,PF03066,0,0
PF00096,PF03148,0,0
PF00096,PF03145,0,0
PF00096,PF02319,0,0
PF00096,PF02887,0,0
PF00096,PF01352,0,0
PF00096,PF03670,0,0
PF00096,PF10229,0,0
PF00096,PF05729,0,0
PF00096,PF10226,0,0
PF00096,PF04218,0,0
PF00096,PF00501,0,0
PF00096,PF02879,0,0
PF00096,PF00292,0,0
PF00096,PF05687,0,0
PF00097,PF01728,0,0
PF00097,PF01683,0,0
PF00097,PF08357,0,0
PF00097,PF00235,0,0
PF00097,PF01283,0,0
PF00097,PF09057,0,0
PF00097,PF03152,0,0
PF00097,PF04739,0,0
PF00097,PF01111,0,0
PF00097,PF00436,0,0
PF00097,PF06325,0,0
PF00097,PF01599,0,0
PF00097,PF01201,0,0
PF00097,PF01053,0,0
PF00097,PF07690,0,0
PF00097,PF08423,0,0
PF00097,PF03803,0,0
PF00097,PF10557,0,1
PF00097,PF00244,0,0
PF00097,PF00179,1,1
PF00097,PF02330,0,0
PF00097,PF00731,0,0
PF00097,PF00735,0,0
PF00097,PF02234,0,0
PF00097,PF00888,1,0
PF00097,PF01048,0,0
PF00097,PF03952,0,0
PF00097,PF03950,0,0
PF00097,PF03931,0,0
PF00097,PF01423,0,0
PF00097,PF00250,0,0
PF00097,PF00318,0,0
PF00097,PF09440,0,0
PF00097,PF00254,0,0
PF00097,PF03939,0,0
PF00097,PF07576,0,0
PF00097,PF04652,0,0
PF00097,PF00724,0,0
PF00097,PF02201,0,0
PF00097,PF01513,0,0
PF00097,PF03645,0,0
PF00097,PF02729,0,0
PF00097,PF00306,0,0
PF00097,PF02845,0,0
PF00097,PF10431,0,0
PF00097,PF01398,0,0
PF00097,PF00153,0,0
PF00097,PF00098,0,0
PF00097,PF03535,0,0
PF00097,PF01784,0,0
PF00097,PF00097,0,1
PF00097,PF00658,0,0
PF00097,PF06470,0,0
PF00097,PF01145,0,0
PF00097,PF00657,0,0
PF00097,PF02291,0,0
PF00097,PF02262,1,0
PF00097,PF02188,0,0
PF00097,PF06391,1,0
PF00097,PF04969,0,0
PF00097,PF01652,0,0
PF00097,PF01015,0,0
PF00097,PF00388,0,0
PF00097,PF01096,0,0
PF00097,PF01158,0,0
PF00097,PF00262,0,0
PF00097,PF00579,0,0
PF00097,PF00578,0,0
PF00097,PF00789,0,0
PF00097,PF01248,0,0
PF00097,PF00664,0,0
PF00097,PF01775,0,0
PF00097,PF01777,0,0
PF00097,PF07393,0,0
PF00097,PF08772,0,0
PF00097,PF04446,0,0
PF00097,PF02775,0,0
PF00097,PF01485,1,0
PF00097,PF07888,0,0
PF00097,PF06239,0,0
PF00097,PF01847,0,0
PF00097,PF03208,0,0
PF00097,PF00847,0,0
PF00097,PF03366,0,0
PF00097,PF01088,0,0
PF00097,PF03870,0,0
PF00097,PF05186,0,0
PF00097,PF00690,0,0
PF00097,PF04511,0,0
PF00097,PF04615,0,0
PF00097,PF02365,0,0
PF00097,PF04869,0,0
PF00097,PF00769,0,0
PF00097,PF05210,0,0
PF00097,PF01267,0,0
PF00097,PF00183,0,0
PF00097,PF00229,0,0
PF00097,PF01193,0,0
PF00097,PF05914,0,0
PF00097,PF00584,0,0
PF00097,PF03145,0,0
PF00097,PF02159,0,0
PF00097,PF04495,0,0
PF00094,PF02363,0,0
PF01257,PF10589,0,1
PF01257,PF10531,0,1
PF01257,PF01512,0,1
PF01704,PF01704,1,1
PF01255,PF02784,0,0
PF01255,PF01553,0,0
PF01255,PF01255,1,1
PF01706,PF03748,0,0
PF01706,PF06429,0,0
PF01706,PF02049,0,0
PF01706,PF07195,0,0
PF01706,PF03963,0,0
PF01706,PF08345,0,0
